nitEmpresa,sigla,tipo,activos,tipo_entidad
900361817,COOCREDISAR,Cooperativas y otras,1152315000.00,3
900249292,AHORRAGAN,Fondos de empleados,1151763675.00,1
807004376,FENOSPA LTDA,Fondos de empleados,1151444047.00,1
810000402,FODEC,Fondos de empleados,1150110600.00,2
891224621,FEHILA,Fondos de empleados,1147201749.00,3
890203243,COMTRASAN LTDA,Cooperativas y otras,1145476444.00,1
805003597,COOFOMENTO,Cooperativas y otras,1145452904.00,1
900016830,FONPQA,Fondos de empleados,1144271183.00,1
901112909,STUFONDO,Fondos de empleados,1144186492.00,4
891480065,COOPEMPER,Cooperativas y otras,1143486685.00,2
810004980,FONSES,Fondos de empleados,1142496165.00,3
830089650,FONDEPAR,Fondos de empleados,1142269204.00,4
800231440,FESIN,Fondos de empleados,1142240105.00,4
811013857,COMADECOP,Cooperativas y otras,1141524284.00,4
860508303,FEMFILTEX,Fondos de empleados,1140698992.00,3
805010753,FOREMSUR,Fondos de empleados,1138759956.00,4
891190236,COOCAFICA,Cooperativas y otras,1138546337.00,2
900418214,COOMULTIAVANCE,Cooperativas y otras,1135105503.00,2
860009358,,Cooperativas y otras,1132859937.00,2
823004554,LICAPEFE,Fondos de empleados,1132321781.00,4
900104259,COOPMSALUISGONZAGA,Cooperativas y otras,1128341503.00,1
830077787,DOMENCOOP,Cooperativas y otras,1127969976.00,2
860515448,,Fondos de empleados,1127006697.00,2
900048840,COEGRESADOS UPTC,Cooperativas y otras,1123247194.00,1
810002831,FONDECEL,Fondos de empleados,1119701836.00,3
891101624,COMFAHUILA LTDA,Fondos de empleados,1118646911.00,4
830062643,FOEMPAYA,Fondos de empleados,1116898370.00,4
830021460,FONPASAR,Fondos de empleados,1114835219.00,2
901169890,COMUFA,Cooperativas y otras,1111924051.00,4
813003184,LEGISMED,Cooperativas y otras,1110080010.00,1
830104527,ASESOL,Cooperativas y otras,1107710126.00,1
811014264,FOCLIVE,Fondos de empleados,1106901821.00,1
900481702,FONALDIA,Fondos de empleados,1105183447.00,2
900314001,,Cooperativas y otras,1104025794.00,3
832011029,FONANDINO,Fondos de empleados,1103659675.00,1
890706753,FEMPA,Fondos de empleados,1102502426.00,2
860526011,COOVIMPRU LTDA,Cooperativas y otras,1101368000.00,2
891501744,REGINAL,Fondos de empleados,1098980120.00,2
800108548,COOTRAEMBUGA,Cooperativas y otras,1098256601.00,3
890480562,FOMEABOCOL,Fondos de empleados,1098222591.00,4
900082334,COOMULEXPRESS,Cooperativas y otras,1095165023.00,3
810001294,PRECOHOGARES SALAMINA,Cooperativas y otras,1094971147.00,4
800030389,FEDALINAL,Fondos de empleados,1087733589.00,3
900508842,FEDECIPA,Fondos de empleados,1084849524.00,2
800124916,FEDEBAN,Fondos de empleados,1080491368.00,1
891800710,GESCOOP O.C.,Cooperativas y otras,1078488034.00,3
901297431,FONLITEYCA,Fondos de empleados,1073693966.00,2
900876655,COMENSAR,Cooperativas y otras,1073487708.00,3
800075705,COOTRAELECTRICARIBE,Cooperativas y otras,1072481980.00,1
830079405,FONDECI,Fondos de empleados,1071272014.00,4
800062482,COOVIFLORENCIA LTDA,Cooperativas y otras,1070106116.00,4
860518621,COOMTREC LTDA,Cooperativas y otras,1068170300.00,4
802003412,FONEMCHM,Fondos de empleados,1067858762.00,2
900145082,COOMPARTIR,Cooperativas y otras,1065588426.00,1
800143072,COODEXI,Cooperativas y otras,1064729900.00,4
810000704,FONDEACASA,Fondos de empleados,1064389861.00,4
832006417,FEYC,Fondos de empleados,1064045127.00,3
900834449,,Fondos de empleados,1063234196.00,4
813000818,FONREHUILA LTDA.,Fondos de empleados,1061699074.00,4
901040666,MAS PRECOOPERATIVA,Cooperativas y otras,1056856356.00,3
900504722,FONAGUILA,Fondos de empleados,1055753278.00,2
800241735,COOTRESCO,Cooperativas y otras,1054985079.00,1
860258683,FESCUN,Fondos de empleados,1054626850.00,1
830071807,COOPFILIGRANA,Cooperativas y otras,1052370874.00,3
860044301,COLEGIO COOPERATIVO,Cooperativas y otras,1051833976.00,1
890211573,COTRAFESA,Cooperativas y otras,1051094663.00,1
800121847,FUNDET,Fondos de empleados,1050891753.00,2
800050833,COOPTRASENA,Cooperativas y otras,1048076685.00,3
800159207,COOMULTRASERVI LTDA,Cooperativas y otras,1047616206.00,3
860517252,CAPPEN LTDA,Cooperativas y otras,1047231108.00,1
900950893,FONDECOLP,Fondos de empleados,1046324812.00,3
860024620,COOPCOLUMBUS LTDA,Cooperativas y otras,1044588416.00,1
900707748,SUR.AGRICOLA,Cooperativas y otras,1039740511.00,4
900372978,COINTEMCO,Cooperativas y otras,1038964625.00,2
900092777,COOPSURAMERICANA,Cooperativas y otras,1037283070.00,3
891408243,FASUT,Fondos de empleados,1036460145.00,2
800187854,FECARIS,Fondos de empleados,1036140953.00,1
900511590,FONSALVA,Fondos de empleados,1035705058.00,1
900122562,FONSERVI,Fondos de empleados,1034641453.00,4
891856421,COPROCARBON SUGAMUXI LTDA,Cooperativas y otras,1033514970.00,2
901043477,MULTIPLUS,Cooperativas y otras,1032898010.00,3
800064916,FECOLTEF,Fondos de empleados,1030858761.00,2
901537464,COOPERATIVA HORIZONTE 360,Cooperativas y otras,1029959505.00,4
890204828,COOMCAJASAN,Cooperativas y otras,1029062203.00,4
805008566,COOPMULTICOLOR,Cooperativas y otras,1028442132.00,4
830023152,FONDEFRAN,Fondos de empleados,1026995233.00,2
800178637,COOMEXAR,Cooperativas y otras,1025218244.00,1
804005701,FONMUJER,Fondos de empleados,1024573414.00,2
860042290,CAJANALCOOP,Cooperativas y otras,1021085389.00,1
800227197,COPEAGRO LTDA,Cooperativas y otras,1018856774.00,2
900222393,FEC,Fondos de empleados,1011509546.00,4
800218158,FONGRACETALES,Fondos de empleados,1009025291.00,1
800122148,FONDEPROL,Fondos de empleados,1006573250.00,4
800183877,FEMCAP,Fondos de empleados,1006331287.00,3
806007687,FONDESACSA,Fondos de empleados,1004408069.00,1
860076363,CEINE,Cooperativas y otras,1004220972.00,1
890706388,FONDPROGRESAR,Fondos de empleados,1001606255.00,4
826000094,CARBOPAZ G.E.S,Cooperativas y otras,998509593.00,3
900058856,,Fondos de empleados,995790400.60,1
900922692,AZUCOOP,Cooperativas y otras,995353605.00,1
901095486,FEMPIS,Fondos de empleados,993988622.10,2
800039869,DACREDITOS S.C. LTA,Cooperativas y otras,992912637.00,3
900043936,FEI,Fondos de empleados,992903601.70,1
800114538,SERVIMOS,Cooperativas y otras,992897741.20,2
805019569,,Cooperativas y otras,991719895.80,4
830513137,CORPORATIVO-S,Cooperativas y otras,990901962.50,3
891702635,COOPREITI,Cooperativas y otras,990664316.00,3
800161208,,Fondos de empleados,990060164.40,1
800239746,COOPERMUEBLES,Cooperativas y otras,987915504.30,4
811038893,FECHIGUIROS,Fondos de empleados,987856912.50,3
900824652,INSURCOOP,Cooperativas y otras,985039149.00,4
901612614,CREDICOMERCA,Cooperativas y otras,984950522.30,3
900346619,CORREAGRO,Cooperativas y otras,979654698.00,2
800196507,MULTISERCOOP,Cooperativas y otras,976617660.40,4
830120174,FELENAT,Fondos de empleados,973484630.70,1
830126116,COSERCOOP,Cooperativas y otras,971930568.00,2
830079299,FONBISONTE,Fondos de empleados,971206984.60,4
900088702,FEDONG,Fondos de empleados,967744797.00,3
807002270,COOPROCONAS,Cooperativas y otras,967526912.00,1
900540405,COOSECABLA,Cooperativas y otras,967496085.00,3
800138238,COOPGRAPHICS,Cooperativas y otras,965337624.60,4
901329855,FON-IRON MOUNTAIN,Fondos de empleados,964364309.00,3
800039808,FEMPROGEL,Fondos de empleados,963152435.60,4
900671736,FONDEANI,Fondos de empleados,963093114.30,4
805000345,,Fondos de empleados,961662031.70,1
811017194,COPLAFLOREZ,Cooperativas y otras,958990580.90,4
830022474,CONFONDO,Fondos de empleados,957802566.10,4
900907252,FESIMAR,Fondos de empleados,957427387.00,2
900114043,FEP,Fondos de empleados,955294201.00,3
811004891,COOPEXTRAFER,Cooperativas y otras,954705392.70,2
901253693,MACRES,Cooperativas y otras,947621684.00,4
816003188,FEANDINA,Fondos de empleados,947377986.00,1
823002362,FEPEC,Fondos de empleados,945385481.20,4
800161169,FEGRIPLAST,Fondos de empleados,943564770.00,3
830100748,COOPSANDIEGO LTDA,Cooperativas y otras,942305764.00,4
900259267,FOEMCA,Fondos de empleados,940789867.40,3
900138766,COAGROFENIX LTDA,Cooperativas y otras,940491405.00,3
901071036,FONDEAYURA,Fondos de empleados,938153185.00,3
890803047,FEHADA,Fondos de empleados,938146457.30,4
830025154,FECCU,Fondos de empleados,938142458.00,4
820001862,FONEM,Fondos de empleados,937626529.00,4
804007048,COOMEDES LTDA,Cooperativas y otras,937010044.00,4
900276720,IGMARCOOP,Cooperativas y otras,935346797.00,3
890701221,COACREITOL LTDA,Cooperativas y otras,934008755.90,1
800127594,COODISTRAL,Cooperativas y otras,933758414.00,4
800085829,COOABOCAR LTDA,Cooperativas y otras,933099134.00,3
802022214,FONJIMENEZ,Fondos de empleados,931054664.90,4
860029804,COOSERAL,Cooperativas y otras,930421685.00,4
900237374,FETECH,Fondos de empleados,930088820.20,2
891103912,FONDECOOTRANSHUILA LTDA,Fondos de empleados,928765281.50,1
807002164,COLCARBEX,Cooperativas y otras,925470502.80,3
800228013,COOTRASERBU,Cooperativas y otras,925446944.60,4
800198963,COOMIPONAL,Cooperativas y otras,925300595.00,2
892001720,COVEMETA,Cooperativas y otras,925235716.00,2
900465915,SERFICOOP,Cooperativas y otras,921987014.00,3
811034991,FONDYVE,Fondos de empleados,919732164.60,1
900058603,FONACER,Fondos de empleados,919282986.50,4
900308745,COOMULTINAGRO,Cooperativas y otras,916553055.10,4
805011040,FONDO SAINC S.A,Fondos de empleados,914425209.50,4
890985706,,Cooperativas y otras,913401776.20,2
890401179,COODIANCAR,Cooperativas y otras,912388351.30,3
830501633,FILIALCOOP,Cooperativas y otras,912240632.30,3
811031868,FEPAVI,Fondos de empleados,907433491.80,3
901538625,SERINTEGROUP,Cooperativas y otras,905379959.00,3
900569822,FEMGED,Fondos de empleados,904128558.10,1
811026010,CTA PLANETA VERDE,Cooperativas y otras,903241497.00,2
830146521,FONDEPAL,Fondos de empleados,903217474.60,4
890310193,ASOJUPENCEARGOS,Cooperativas y otras,902709397.90,1
830110513,UNIFACOOP,Cooperativas y otras,901789581.00,4
900590580,FONDEEX,Fondos de empleados,901485542.00,2
860504099,COOPRACO LTDA,Cooperativas y otras,900656467.00,3
891304462,FONDOCREA,Fondos de empleados,900052679.50,3
834000820,COOMPROCAR,Cooperativas y otras,895904281.00,1
805025363,FONCORAL,Fondos de empleados,892676138.00,3
800252032,MEGACOOP,Cooperativas y otras,890606293.00,2
832004101,COLEGA,Cooperativas y otras,890040275.00,1
811016571,COODEXIN,Cooperativas y otras,889038500.00,1
900711131,FONAMBIENTE,Fondos de empleados,888415359.00,2
890319982,COLEGIO COOMEVA,Cooperativas y otras,886280334.60,4
900273763,COASOL,Cooperativas y otras,885825349.00,4
830108384,COOPCONFEC,Cooperativas y otras,884257997.40,2
800097733,COOTRACAJAMAG,Cooperativas y otras,882192513.90,2
901402708,PROMECOOP,Cooperativas y otras,876423233.00,4
900553140,FEMBANANA,Fondos de empleados,875858071.00,2
900214998,FONRELINDA,Fondos de empleados,875409647.80,2
830096820,FELAM,Fondos de empleados,873797788.00,2
800228568,FECOSIB,Fondos de empleados,868060457.30,2
802002052,COOMULTICOL,Cooperativas y otras,867668494.00,3
900398121,FESELSA,Fondos de empleados,867461993.20,4
800047809,FONDEUI,Fondos de empleados,864187414.00,1
804002000,COAVISAN LTDA,Cooperativas y otras,864089374.00,4
800243145,MERCAR LTDA.,Cooperativas y otras,863593448.30,1
860528739,COOMMEC LTDA,Cooperativas y otras,862271863.00,2
830043283,COOPICALDAS,Cooperativas y otras,861259532.00,1
900213023,FONDEGRAL,Fondos de empleados,859521892.00,3
900214655,FEMELENDEZ,Fondos de empleados,854918981.40,3
800112296,COOTRAEMFO,Cooperativas y otras,853855925.70,4
900419528,COOSERVAGRO,Cooperativas y otras,851888271.00,4
826000494,CBC,Cooperativas y otras,850423128.30,2
800074335,COOTRAFIL,Cooperativas y otras,848713610.00,1
860403680,FONDAFUP,Fondos de empleados,847384904.20,1
830102897,COOPNACER,Cooperativas y otras,846054191.00,3
800230204,,Fondos de empleados,845192792.00,1
800148588,,Fondos de empleados,843798245.00,1
811021946,FEDACOL,Fondos de empleados,843000077.80,2
900811174,COMDEAPASOP,Cooperativas y otras,841377020.00,4
890706931,FONDEITI,Fondos de empleados,840911206.70,3
900372097,FONDESODIS,Fondos de empleados,840116087.90,4
815003147,FONDOPGI,Fondos de empleados,839950013.90,1
829000717,FONCOECO,Fondos de empleados,838001940.50,3
809000181,FEHSANJUNBA,Fondos de empleados,835864324.10,1
901007320,FEDEFENSA,Fondos de empleados,835478603.80,2
800112719,FONDOCEL,Fondos de empleados,835397577.50,2
900238245,COOPSERVIMACRO,Cooperativas y otras,834004771.40,2
860530285,FODEMCREMIL,Fondos de empleados,833243360.90,1
900055985,FONDEFAISMON,Fondos de empleados,831809398.00,2
900573544,FONINCO,Fondos de empleados,831568948.60,1
830020831,COPIDU,Cooperativas y otras,827371072.10,4
860033036,,Cooperativas y otras,827147842.00,3
815004942,FECOT,Fondos de empleados,821986790.90,4
900048658,ASOMAC,Cooperativas y otras,821744861.00,1
890105173,COOPEMPUCOL,Cooperativas y otras,821007842.70,3
900238313,COOPUNIDOS,Cooperativas y otras,820342736.00,3
800087107,FONMARIANA,Fondos de empleados,819608569.90,1
900379385,FOPRECON,Fondos de empleados,818554205.40,2
900612402,,Cooperativas y otras,817060678.00,1
890982446,COOTRAPEN,Cooperativas y otras,816626196.20,3
860015979,COOPTEQUENDAMA,Cooperativas y otras,816302074.80,2
900124927,COBILAC,Cooperativas y otras,814996629.50,4
891104559,,Fondos de empleados,814226517.50,3
891856289,COINCARBOY LTDA,Cooperativas y otras,814161016.00,1
800233714,FONDEC,Fondos de empleados,814131816.90,2
800237153,FONDIAN,Fondos de empleados,812307215.00,2
816004122,FEMDIN,Fondos de empleados,811620345.00,1
900187558,FONAGROCAMPO,Fondos de empleados,810765165.60,1
811032144,COORURAL,Cooperativas y otras,809693000.00,2
830041623,FONGUAY,Fondos de empleados,809541040.20,4
900256789,FONALIF,Fondos de empleados,808558543.30,4
900681654,FEMCRECER,Fondos de empleados,806877556.00,1
900150500,UNAMOS,Cooperativas y otras,806699033.70,1
900071050,COOLIZETH,Cooperativas y otras,806471764.00,4
900027748,CONSTRUIR CTA,Cooperativas y otras,806251266.70,4
900360367,FONPARAISO,Fondos de empleados,804119283.10,4
900465616,CDT SALUD,Cooperativas y otras,803272029.20,3
900258096,PREINTERMOTOR C.T.A.,Cooperativas y otras,803083298.00,3
901049714,FODEPA,Fondos de empleados,801848158.00,4
900039513,FONDEPORCALI,Fondos de empleados,801638092.90,3
800194961,FONGRAMAR,Fondos de empleados,800357057.00,4
860517637,FODAGRO,Fondos de empleados,799784558.30,3
846001111,COOSURAMA,Cooperativas y otras,798473096.70,4
900438059,FEMPOLLO,Fondos de empleados,797411798.00,2
891801934,COOTRADUR,Cooperativas y otras,795841357.00,4
823001886,FEDIASIN,Fondos de empleados,793700732.60,1
860039847,FENALFA,Fondos de empleados,792369552.90,3
800069982,FEDEFLES,Fondos de empleados,789795346.60,2
830089882,COLMILCOOP LTDA,Cooperativas y otras,789323318.00,2
891702156,COOTRASENA LTDA,Cooperativas y otras,789175263.00,3
822006727,FODEGAS,Fondos de empleados,788530266.00,4
800137094,,Fondos de empleados,787450488.00,4
901107546,FONDO DE EMPLEADOS UCN,Fondos de empleados,783555753.30,3
830125323,FONEM,Fondos de empleados,781775213.00,3
901400139,PROFINES,Cooperativas y otras,780154687.00,4
900507589,FESIMER,Fondos de empleados,780000729.10,2
805031544,COOSOCOL,Cooperativas y otras,779852829.70,3
860007298,FADECA-EL ESPECTADOR,Fondos de empleados,777642873.00,1
890706941,FONEMCOR,Fondos de empleados,775122128.50,4
800199916,FONCET,Fondos de empleados,774782367.80,4
900163769,FONDISCOL,Fondos de empleados,772291775.40,2
900182216,COOPEJUA,Cooperativas y otras,771886722.00,3
800045998,FEEFEGE,Fondos de empleados,771345907.40,4
816007243,COOBUSSCAR,Cooperativas y otras,770305916.00,2
800214781,COOPMASAR,Cooperativas y otras,769684687.00,4
890207170,COOPTRANSPORTAR  LTDA.,Cooperativas y otras,768918820.30,3
900616575,FONDEHORIZONTE,Fondos de empleados,768072920.00,4
860503702,COINDUCOL LTDA,Cooperativas y otras,766816840.00,1
802013359,COOTRAXIBUS,Cooperativas y otras,766726110.00,1
900849038,,Fondos de empleados,766501482.50,4
805027959,COOPVIFUTURO,Cooperativas y otras,764843135.00,1
860515132,FONEMCO,Fondos de empleados,764687555.10,4
860013424,COOMULVI  LTDA.,Cooperativas y otras,761882576.00,2
891801346,COOMULMILITAR,Cooperativas y otras,756506063.70,1
901438953,FONI,Fondos de empleados,754084597.20,2
800202566,CODESIA LTDA,Cooperativas y otras,751206614.00,2
800161004,COOPROCOLL,Cooperativas y otras,750017380.00,3
860028682,FUTURCOOP,Cooperativas y otras,749355979.20,3
811006621,FONEFA,Fondos de empleados,745925545.60,1
832001363,FEMVIT,Fondos de empleados,745822734.10,4
860600202,COUNICOC,Cooperativas y otras,745177701.00,2
860066796,COOPNALPROGRESO,Cooperativas y otras,745113728.00,4
822001587,COORFAMETA,Cooperativas y otras,743333836.10,4
891400619,,Cooperativas y otras,741757691.00,2
900182374,COOPSINUANA,Cooperativas y otras,741620700.00,1
900661770,COOLAGRO,Cooperativas y otras,740954227.10,4
900109883,ATCA COOPERATIVA MULTIACTIVA LTDA,Cooperativas y otras,738832265.00,2
860031632,COOPHSJ,Cooperativas y otras,738408380.00,3
901074930,COOPINVERSORES,Cooperativas y otras,738187624.40,4
832005740,COOPSURGIENDO LTDA,Cooperativas y otras,737005997.50,2
900174047,COOMUPROSER,Cooperativas y otras,736859210.00,1
832002320,COEDSA,Cooperativas y otras,735542844.00,4
811004500,COMUPLAZAC,Cooperativas y otras,735263204.40,1
900484797,FONDADEP,Fondos de empleados,734944353.00,4
830058223,,Fondos de empleados,734250614.00,3
830502211,,Fondos de empleados,733518303.60,1
810004528,COOTRAEMSA,Cooperativas y otras,733420156.90,4
892000704,COOPSALUD LTDA,Cooperativas y otras,732423970.00,2
800001618,FONTRENEC LTDA.,Fondos de empleados,732083307.90,2
900765311,COOAGRINAL,Cooperativas y otras,728573117.70,1
800033793,COOPROPLATO,Cooperativas y otras,726593282.00,4
817000118,COUMULTIMINEROS LTDA,Cooperativas y otras,726396423.50,1
800189289,COOTRAHUSAJ,Cooperativas y otras,726377068.00,4
900372109,FUTURA,Cooperativas y otras,725711392.50,4
800036759,COOPEHONDA,Cooperativas y otras,724584973.40,2
900506217,SAOPALMA,Fondos de empleados,723391052.60,2
900044856,CHILICOOP,Cooperativas y otras,721261639.00,2
900054809,FECOLBRIT,Fondos de empleados,720610171.90,3
890504669,COOPEMCASD LTDA,Cooperativas y otras,717208512.50,2
830514932,FONLHA,Fondos de empleados,716703462.00,3
830514270,COOPSERVILITORAL,Cooperativas y otras,715881725.00,2
802009450,FEDICOL,Fondos de empleados,715377174.30,2
830087176,SUMIFONDO,Fondos de empleados,714958173.00,1
860513471,COOTRANSANDINOS LTDA,Cooperativas y otras,713678373.90,2
830115146,B&U,Fondos de empleados,712495025.80,3
821000676,FEDINTEP,Fondos de empleados,711818513.30,4
901528706,COOBIO-LIMETTEN,Cooperativas y otras,711708193.00,2
890803899,FONDHERRAGRO,Fondos de empleados,711184551.50,1
830101203,COOVERSATIL LTDA,Cooperativas y otras,708571488.00,3
800215523,FEMPINOR,Fondos de empleados,708391069.40,4
860067611,,Fondos de empleados,707760148.50,2
800212739,NATUFES,Fondos de empleados,707676782.50,1
810003210,FOEMCA,Fondos de empleados,706878000.00,1
830100925,FEGLASS,Fondos de empleados,705227977.00,2
890985094,FELSA,Fondos de empleados,703422175.90,2
890505469,FOEMCA,Fondos de empleados,703383037.70,2
811044232,FET,Fondos de empleados,703230587.60,3
900552851,,Cooperativas y otras,703181110.00,4
860514472,FEDECAB,Fondos de empleados,701767197.80,4
891304531,FEVIMA,Fondos de empleados,700743573.70,4
900054679,FEING,Fondos de empleados,698735317.00,3
900062427,,Cooperativas y otras,696564099.80,2
802004448,COOTRAEMDISA,Cooperativas y otras,694464397.00,1
830055099,COOCREDIL LTDA,Cooperativas y otras,693315999.00,3
900336018,EMCOAGRO,Cooperativas y otras,691541623.00,2
890309767,FECCB,Fondos de empleados,690643107.00,4
800234705,FESAYCO,Fondos de empleados,690217329.40,3
900321521,COAMEVET,Cooperativas y otras,690059614.00,2
811012847,FOTRACOON,Fondos de empleados,689100555.80,1
900168150,FECCH,Fondos de empleados,688305030.80,1
900438867,FONUNIAJC,Fondos de empleados,688258783.40,2
900691434,,Fondos de empleados,687807003.40,1
890985688,FEEVA,Fondos de empleados,687340953.90,4
891502623,COOTRAFECA,Cooperativas y otras,687243937.60,4
900660543,FONALMERQUE,Fondos de empleados,687160684.90,4
830107120,FEUNISAB,Fondos de empleados,685631534.30,2
860501870,APROTEL,Cooperativas y otras,685259919.90,3
830117796,ASFUCOL,Cooperativas y otras,684188948.00,2
900317080,FODEIN,Fondos de empleados,683004189.00,1
830098055,FODEMCOR,Fondos de empleados,682532165.80,3
901432761,COOAGROMERCO LTDA,Cooperativas y otras,682308440.00,4
815000477,FONTRAGRASAS,Fondos de empleados,681104567.50,3
891801403,COOMULDISBOY,Cooperativas y otras,679891064.00,4
900328587,FONDEHOCAR,Fondos de empleados,679050907.90,4
800107204,COMEUNIMAG,Cooperativas y otras,678380160.00,1
830057683,FONAHORROS,Fondos de empleados,677062885.00,4
901126375,,Fondos de empleados,676650163.00,1
811022193,FONCALIMA,Fondos de empleados,673723223.90,2
811019050,,Cooperativas y otras,673353419.00,2
860450851,COOPDIACONIA LTDA.,Cooperativas y otras,672419306.20,1
860039711,FODEMTREL,Fondos de empleados,671323828.80,4
807008500,COOPEAE,Cooperativas y otras,670184099.30,1
900624578,FONDEIBAL,Fondos de empleados,669686900.90,4
900984294,FOEMCHIA,Fondos de empleados,667881328.30,4
800100408,COESSA LIMITADA,Cooperativas y otras,667852641.40,1
830097362,FEDEM,Fondos de empleados,666031006.20,1
900367522,FONMEAD,Fondos de empleados,664729088.00,1
805023499,COOENLACE,Cooperativas y otras,661577133.80,1
800089052,COOFAM,Cooperativas y otras,660900513.50,4
900015730,FONDO TTB,Fondos de empleados,657498172.00,1
800248773,COOPCREDISAN LTDA,Cooperativas y otras,655314372.00,4
860521430,FOND.S.C.JHONSON,Fondos de empleados,654354943.00,2
900439303,COOPFORTALEZA,Cooperativas y otras,654189758.00,2
900218657,AFAL,Cooperativas y otras,654147764.00,1
830506274,FONDO UCP,Fondos de empleados,651386350.40,3
900140091,COORALCREDITOS,Cooperativas y otras,650014585.50,4
891201256,COOTRADEPNAR,Cooperativas y otras,648430586.00,4
860025934,COOPINCODEMAR LTDA,Cooperativas y otras,648236479.00,2
900537796,FONBARNES,Fondos de empleados,647871479.00,2
900179937,COOFIDES,Cooperativas y otras,647240625.00,4
890806758,FONDARME,Fondos de empleados,646998223.00,4
860014558,,Cooperativas y otras,642709416.00,1
900623300,,Cooperativas y otras,642544247.50,2
830505899,COOPSISE,Cooperativas y otras,642517000.00,4
830032440,FONPLAZOLETA,Fondos de empleados,641072816.00,2
860050778,COCENPRO LTDA,Cooperativas y otras,638898458.40,3
830053161,FEGEDA,Fondos de empleados,638563329.60,1
806002808,FONAIDA,Fondos de empleados,637774638.60,1
901344727,COFINANCOOP,Cooperativas y otras,634200075.00,2
800069595,FESNACOL,Fondos de empleados,632767555.50,4
900167455,FONDISTRICOCHES,Fondos de empleados,631144824.80,1
811005857,MULTHIFONDO,Fondos de empleados,630225770.80,1
800089464,FONTRASAN,Cooperativas y otras,630222122.50,3
800149994,PORVECOOP LTDA,Cooperativas y otras,626996431.00,2
901594828,PREAGROMER,Cooperativas y otras,625686664.00,1
806017004,COOPERAMOS,Cooperativas y otras,623654190.00,4
890211653,FAEBES,Fondos de empleados,623085152.40,3
830092006,MULSERCOOP LTDA,Cooperativas y otras,622833251.00,1
804008534,FIBIECOM,Fondos de empleados,621889985.00,4
900199479,FEMEX,Fondos de empleados,621425171.70,2
830110628,COOPSANTAMARIA,Cooperativas y otras,620950210.50,3
800145904,COOPROVAL,Cooperativas y otras,620563703.00,2
900873091,FONSUPERSALUD,Fondos de empleados,617834870.80,4
800254443,FONDEKA LTDA,Fondos de empleados,617035723.00,4
800219974,ESCALAR,Cooperativas y otras,615318152.70,4
860051799,,Cooperativas y otras,615198792.50,3
830021797,COOMULGRANS,Cooperativas y otras,612563340.60,3
800108924,COONALSER,Cooperativas y otras,612177922.00,4
800014538,COOPROCAM,Cooperativas y otras,611181003.00,2
890204541,COOCUMBRE,Cooperativas y otras,610908415.00,1
860532575,CONAHORRO,Fondos de empleados,610850546.80,1
800001346,FONDEJAR,Fondos de empleados,609651847.00,1
901220840,COOVIASRIO APC,Cooperativas y otras,609230443.10,1
901000538,SERMICOOP,Cooperativas y otras,607641366.00,1
900597488,COOENPRENDE,Cooperativas y otras,607101882.90,1
830140099,COOPREFINANZA,Cooperativas y otras,606968469.00,3
891200494,COOPTRACOM,Cooperativas y otras,606257714.30,2
830071896,SONALPEN,Cooperativas y otras,606059536.00,2
900360465,MUTUAL TALENTO HUMANO,Cooperativas y otras,604510066.00,1
891856349,COOPSAMA LTDA.,Cooperativas y otras,604292036.00,4
828000657,FONEMSALUD LTDA,Fondos de empleados,603945245.90,3
830094424,COOPMULSERVICIOS,Cooperativas y otras,603898515.00,3
901313600,COTABI,Fondos de empleados,603329252.00,4
901125563,COOMPAZCOL,Cooperativas y otras,602989017.00,2
830116030,FEHELIOS,Fondos de empleados,601691631.50,3
900360085,SERVIALIANZA COOPERATIVA,Cooperativas y otras,601640573.80,4
830016820,COODEMCUN LTDA,Cooperativas y otras,601555843.00,4
900429966,COOINPROSAM,Cooperativas y otras,601486392.60,2
800163986,FINSUCAL,Fondos de empleados,600623158.00,1
832006752,FONDEAGRO,Fondos de empleados,600540369.50,3
805013497,COOPEVAL,Cooperativas y otras,600139500.00,2
900267427,ASFAMICOOP,Cooperativas y otras,600139500.00,3
900294155,COOPIASOCIADOS,Cooperativas y otras,600139500.00,4
800013453,COOPEJUDEBO LTDA,Cooperativas y otras,599856673.20,3
800248233,FEBIFAC,Fondos de empleados,599065541.50,4
891801131,ASOMOR,Cooperativas y otras,598835330.50,4
800245455,COOPSERVI LTDA,Cooperativas y otras,598783085.00,1
800142996,FONDUCH,Fondos de empleados,596694362.00,2
800062876,FONCODE,Fondos de empleados,596482898.90,2
860014267,COTRACOLMENA,Cooperativas y otras,596344753.30,2
830103142,FENSECOOP,Cooperativas y otras,596313872.00,3
810002746,FEMBELLOTA,Fondos de empleados,593242545.50,3
891409559,COPETER,Cooperativas y otras,592228112.70,4
900371656,COOBRUMA,Cooperativas y otras,592224354.20,2
900163299,FESBICOL,Fondos de empleados,591978332.20,4
901599041,RIO GRANDE,Cooperativas y otras,591318569.00,1
800104347,FONFAU,Fondos de empleados,589895633.40,2
901490872,FEOFFCORSS,Fondos de empleados,589763759.80,1
800116761,FEHICO,Fondos de empleados,589399104.00,1
900241611,COOPMAR,Cooperativas y otras,588714040.00,4
900792918,FONFAMI RV,Fondos de empleados,587702288.00,3
900395213,COAVANZAR,Cooperativas y otras,587040455.10,1
900270567,FONEGA,Fondos de empleados,586895212.20,2
830104879,FONCRECER,Fondos de empleados,586810506.00,4
900141491,FONDELECSA,Fondos de empleados,586795613.00,3
