nameEmpresa;nitEmpresa;emailEmpresa;activos;tipoEntidad
FDO DE MEDICINA AHORRO Y CRED.DE LOS TRAB.DE ABONOS COL.S.A.;890480562;fomeabocol5@yahoo.com;1098222591;Fondos de empleados
FONDO DE EMPLEADOS DE SUMITEMP Y SUMISERVIS;830087176;sumifondo@sumifondo.com;714958173;Fondos de empleados
FONDO DE EMPLEADOS FENCRECER;830076566;gerencia@fencrecer.co;565381242;Fondos de empleados
FONDO DE EMPLEADOS DEL SECTOR SALUD FEDESSA;860512074;gerencia@fedessa.com;6195877562;Fondos de empleados
COOPERATIVA MULTIACTIVA COOPDISA;830087665;sdscoopdisa@saludcapital.gov.co;1166715946;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE COMESTIBLES RICOS LTDA;830073560;fodecor@superricas.com;4273210114;Fondos de empleados
COOPERATIVA INTEGRAL AGROPECUARIA DE GANADEROS, TECNICOS Y PROFESIONALES DE URABA NORTE;811015951;atunaldia@hotmail.com;499877582;Cooperativa sin ahorro
FONDO DE EMPLEADOS DEL CLUB CAMPESTRE DE IBAGUE;809010380;foemcci@hotmail.com;181196256;Fondos de empleados
COOPERATIVA DE TRABAJO ASOCIADO DE MEDICOS ESPECIALISTAS LTDA;804007048;gerenciacoomedes@yahoo.com;937010044;Cooperativa y otros
FONDO DE EMPLEADOS DE AGROCHIGUIROS S.A;811038893;fechiguiros@agrochiguiros.com;987856913;Fondos de empleados
FONDO DE EMPLEADOS DE LADRILLERA HELIOS S.A.;830116030;fehelios@yahoo.com;601691631;Fondos de empleados
COOPERATIVA MULTIACTIVA FILIALCOOP;830501633;info@filialcoop.com;912240632;Cooperativa sin ahorro
FONDO DE EMPLEADOS DOCENTES DE LA UNIVERSIDAD TECNOLOGICA DEL CHOCO;800142996;fonduch.utch@gmail.com;596694362;Fondos de empleados
COOPERATIVA INTEGRAL AMERICANA LTDA;830130947;coointeramericana2018@gmail.com;366856399;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE SISTEMAS INTELIGENTES Y SERVICIOS ESTRATEGICOS;830505899;coopsise44@gmail.com;642517000;Cooperativa sin ahorro
COOPERATIVA DE CREDITO PREFINANZA LTDA;830140099;cooprefinanza@hotmail.com;606968469;Cooperativa sin ahorro
EMPRESA PRECOOPERATIVA DE SERVICIOS Y COMERCIALIZACION -PROINMAT;813012494;pro.inmat@hotmail.com;2362885918;Cooperativa sin ahorro
COOPERATIVA DE TRABAJO ASOCIADO POR EL FUTURO DE COLOMBIA ASFUCOL;830117796;asfucol@gmail.com;684188948;Cooperativa y otros
FONDO DE EMPLEADOS DE AW FABER - CASTELL;830142724;fondo.tecnacril@faber-castell.com.co;2609232107;Fondos de empleados
COOPERATIVA MULTIACTIVA APIS;801005102;gerencia@apiscoop.com.co;144125487;Cooperativa sin ahorro
COOPERATIVA DE ASESORIAS COEMRCIALES EN CREDITOS Y COBRANZAS COOFINACREDITO;830142091;finacred@hotmail.com;152691960;Cooperativa sin ahorro
COOPERATIVA DE APORTE Y CREDITO COOPNOGAL;900059523;coopnogal@clubelnogal.com;1595006757;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE INVERSIONES;900044818;coopinversiones@yahoo.es;127578904;Cooperativa sin ahorro
DINAMIZAR SOLUCIONES ASOCIACION COOPERATIVA;830146621;dinamizarsoluciones@yahoo.mx;91231272;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE LA CLINICA DEL OCCIDENTE;830113398;femdelco@gmail.com;2165248089;Fondos de empleados
FONDO NACIONAL DE EMPLEADOS FONALTEC;900011467;gerencia@fonaltec.com.co;2979217470;Fondos de empleados
COOPERATIVA PARA BOYACA;830505595;cooperarboyaca2004@hotmail.com;539282269;Cooperativa sin ahorro
TRASCENDER COOPERATIVA MULTIACTIVA;805029112;trascendercoop@hotmail.com;4025053033;Cooperativa sin ahorro
PRECOOPERATIVA DE INTEGRAL DE SERVICIOS TURISTICOS A.R.B;900018563;preserturarb@gmail.com;325846654;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE ESFUERZOS SOLIDARIOS Y AYUDA MUTUA;900021379;gerenciacesam@gmail.com;2585407353;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE SERVICIOS DEL LITORAL;830514270;coopmultilitoral@yahoo.es;715881725;Cooperativa sin ahorro
PRECOOPERATIVA DEL MAR;806009536;hernan9597.villaferrer@gmail.com;1362312191;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE CORAL VISION LTDA S.I.A;805025363;foncoral@coralvision.co;892676138;Fondos de empleados
FONDO DE SOLIDARIDAD DE LOS MEDICOS DE LA FUNDACION CLINICA VALLE DEL LILI;805007302;fosmelili@gmail.com;8551998254;Mutuales
COOPERATIVA DE CREDITO LIZETH;900071050;info@coolizeth.com;806471764;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA INTEGRAL DE SERVICIOS PARA LA FUERZA PUBLICA Y PENSIONADOS DEL ESTADO;900120681;coodminderltda@hotmail.com;362276488;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE COVITEC;900129514;gerente.fecovi@covitec.com.co;3017052732;Fondos de empleados
FONDO DE EMPLEADOS DE EMPRESAS AGROPECUARIAS Y AVICOLAS;900085162;amendoza@nutriavicola.com;1924599126;Fondos de empleados
COOPERATIVA MULTIACTIVA DE GANADEROS DE VALLEDUPAR;900060025;cooganvalledupar2018@gmail.com;1460511510;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE SERVICIOS FAMILIARES;900151713;coopmulserfam@hotmail.com;220267077;Cooperativa sin ahorro
COOPERATIVA DE APORTE Y CREDITO DEL SECTOR GANADERO Y AFINES;900149889;ganacoop@coolechera.com;6749700021;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE INNOVATEQ;900099878;stella.ortiz@emasa.co;100002950;Fondos de empleados
FONDO DE EMPLEADOS DE SEALED AIR COLOMBIA LTDA;900112487;laureano.forero@sealedair.com;141409592;Fondos de empleados
COORALCREDITOS SOCIEDAD COOPERATIVA;900140091;cooralcreditos@cooralcreditos.com;650014586;Cooperativa sin ahorro
FONDO DE EMPLEADOS DISTRIBUIDORA LOS COCHES LA SABANA;900167455;fondoemp@loscoches.com.co;631144825;Fondos de empleados
FONDO DE EMPLEADOS DEL MUNICIPIO DE SOGAMOSO;826003666;fodemsog@gmail.com;209121807;Fondos de empleados
COOPERATIVA AGROPECUARIA DE PRODUCTORES DE LECHE DE SUBACHOQUE;832008119;sucolac@gmail.com;265054652;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE FLORES EL CAPIRO S.A;900236223;foec@capiro.co;3027744915;Fondos de empleados
FONDO DE EMPLEADOS DE CARGOBAN;900048114;gerencia@fondecarcargoban.com;3920183272;Fondos de empleados
ORGANIZACION COOPERATIVA DE SERVICIOS Y SUMINISTROS PARA EL CONFORT;830081369;serviconforoc@gmail.com;158229609;Cooperativa sin ahorro
FONDO DE EMPLEADOS REDIL Y LINDA;900214998;fonrelinda@gmail.com;875409648;Fondos de empleados
COOPERATIVA ESPECIALIZADA DE CREDITOS;900219148;gerencia@coopalianza.co;57723533;Cooperativa sin ahorro
PRECOOPERATIVA MULTIACTIVA SOLUCIONES FINANCIERAS AL INSTANTE;900248904;gerencia@solfinst.com;110513118;Cooperativa sin ahorro
COOPERATIVA DE PRODUCTORES Y COMERCIALIZADORES DE CARBON DE LA VEREDA DE CAÑITAS MUNICIPIO DE LA UVITA BOYACA;830511522;cooprocanitas@hotmail.com;2054549452;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA SOLUMEDIT;900100065;coosolumedit@hotmail.com;66479945;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE LASA;900255723;alas@talma.com.co;3364219216;Fondos de empleados
COOPERATIVA MULTIACTIVA DE SERVICIOS INTEGRALES;900257868;gerenciasuporvenir@yahoo.com;65939016;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE ASOCIADOS;900294155;coopiasociados@coopiasociados.com;600139500;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE DISTRIBUCIONES PASTOR JULIO DELGADO;900291694;mayra2482@hotmail.com;1383512376;Fondos de empleados
COOPERATIVA BOYACENSE INTEGRAL DE LACTEOS DE VENTAQUEMADA;900124927;xmacf@hotmail.com;814996630;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE COVALSA;900318711;aestupinan@covalsa.com;123729155;Fondos de empleados
FONDO DE EMPLEADOS DEL GRUPO COREMAR;900302869;cramirez@coremar.com;3594987367;Fondos de empleados
COOPERATIVA DE TECNICOS DEL ALTIPLANO NORTE DE ANTIOQUIA;900013846;cotan2007@gmail.com;549689659;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE BENEFICIOS Y SERVICIOS INTEGRALES;900315832;marybric19@gmail.com;44231034;Cooperativa sin ahorro
FONDO DE AHORRO DE CERESCOS LTDA;900058603;fonacer@cerescos.com;919282987;Fondos de empleados
FONDO DE EMPLEADOS DE FENOCO;900261684;ftinjaca@fonfenoco.com.co;3481033734;Fondos de empleados
COOPERATIVA MULTIACTIVA DE SERVICIOS FUTURA;900372109;gerencia@coopfuturagt.com;725711392;Cooperativa sin ahorro
FONDO DE EMPLEADOS MEDIA COMMERCE S.A;900386068;gerenciafoncommerce@mc.net.co;2614932455;Fondos de empleados
FONDO DE EMPLEADOS DE ASA & JOHANA;900340089;ninaferl@hotmail.com;470023455;Fondos de empleados
FONDO DE EMPLEADOS FAMFUTURO;900355332;info@famfuturo.com;2360286683;Fondos de empleados
FONDO DE EMPLEADOS DE PETROWORKS;900270320;fedep@petroworks.com.co;2214292947;Fondos de empleados
FONDO DE EMPLEADOS DE HILANDERIAS UNIVERSAL  S.A.S;900195699;fonuniversal@unihilo.com.co;1154874975;Fondos de empleados
FONDO DE EMPLEADOS DE ESPUMAS SANTAFE DE BOGOTA;900158340;fonespumas@hotmail.com;1852213700;Fondos de empleados
COOPERATIVA DE TRABAJO ASOCIADO DE HATO COROZAL ARENAS DEL CASANARE;844004290;cootrarenasca@gmail.com;259763105;Cooperativa y otros
COOPERATIVA MULTIACTIVA DE DISTRIBUCION Y SERVICIOS;809009053;informacion@coopzaffari.com.co;1205939467;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA MERCAR;802019619;coomultimercar@hotmail.com;452538643;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA COOPCELL;900456256;carteracoopcell@hotmail.com;525725491;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA COOPCAVAL;900420641;coopcavalcooperativa@gmail.com;116185;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE ALIANZA SODIS;900372097;fondesodis@alianzasodis.com;840116088;Fondos de empleados
COOPERATIVA INTEGRAL DE MOTORISTAS LIMITADA;813009058;preintermotor@hotmail.com;1515925928;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE LOS TRABAJADORES COLOMBIANOS;900476495;notificaciones@ctcoop.com.co;2488465425;Cooperativa sin ahorro
CTA. ENLACE INDUSTRIAL;900302385;cooperativa-enlaceindustrial@hotmail.com;394480875;Cooperativa y otros
COOPERATIVA MULTIACTIVA PARA EL FOMENTO Y DESARROLLO CREDITICIO;900483638;fomulcredes@hotmail.com;23074094;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE SERVICIOS JURIDICOS Y SOCIALES DEL CARIBE;900463984;coomultijuris@hotmail.com;61608983;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE FERIAS Y EVENTOS;900159506;fondefe@gmail.com;385780118;Fondos de empleados
OOOPERATIVA MULTIACTIVA PARA EL DESARROLLO COMUNITARIO;900156937;cooperativacoodeco@gmail.com;313439801;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE NEW GRANADA ENERGY;900501550;infofengec@ngec.com.co;1949545637;Fondos de empleados
FONDO DE EMPLEADOS COVINOC;900572138;fondo.empleados@covinoc.com;3343577636;Fondos de empleados
FONDO DE EMPLEADOS DE INDUCOLOMBIA SAS;900556939;gerenciafonasi@gmail.com;1388174628;Fondos de empleados
FONDO DE EMPLEADOS DE INCOCO FONINCO;900573544;fondoempleados@vo5.co;831568949;Fondos de empleados
FONDO DE EMPLEADOS GUAYABALES;900503954;fondoguayabales@yahoo.com;1713340860;Fondos de empleados
COOPERATIVA TERRITORIAL DEL CAFE- COTECAFE;900597534;cotecafe@hotmail.com;13901830202;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE LAZUS;900590094;hasbleidy.rios@cwc.com;2948090629;Fondos de empleados
FONDO DE EMPLEADOS DE BLU LOGISTICS;900590039;jovanna.nunez@blulogistics.com;2255743598;Fondos de empleados
INDEPENDENCE WELL FONDO DE EMPLEADOS Y/O INDEPENDENCE WELL;900558943;gerentewell@independence.com.co;1378387282;Fondos de empleados
FONDO DE EMPLEADOS DE LA CIUDADELA COMERCIAL UNICENTRO CALI;900611183;gerencia@fececom.com;417988877;Fondos de empleados
SIETE ENTIDAD COOPERATIVA;900574576;sietecooperativa@gmail.com;143536625;Cooperativa sin ahorro
FONDO DE EMPLEADOS FONENERGY;900595806;fonenergy@gmail.com;2096536782;Fondos de empleados
FONDO DE EMPLEADOS DE CONTADORES PUBLICOS;900667935;fdofecont@gmail.com;247371041;Fondos de empleados
COOPERATIVA MULTIACTIVA DE SERVICIOS SOCIALES Y SOLIDARIOS;900459715;geenciasuporvenir@yahoo.com;60092032;Cooperativa sin ahorro
FONDO DE BIENESTAR PROFESORAL DE LA UNIVERSIDAD TECNOLOGICA DEL CHOCO;900463179;fobiputch@hotmail.com;4373795001;Fondos de empleados
COOPERATIVA MULTIACTIVA DEL MERCADO POTRERILLO;814006140;coomercap@hotmail.com;458915761;Cooperativa sin ahorro
FONDO DE EMPLEADOS DEL COMERCIO FONDECOM;900468448;fondecomcreditos@gmail.com;156341;Fondos de empleados
COOPERATIVA MULTIACTIVA LA HERMANDAD EN ASESORIAS Y SERVICIOS;900665327;coomultiheras@gmail.com;157879480;Cooperativa sin ahorro
COOPERATIVA LACTEA Y AGROPECUARIA DE CALDAS COOLAGRO;900661770;coolagro@gmail.com;740954227;Cooperativa sin ahorro
COOPERATIVA DE EXFUNCIONARIOS DE COOPDESARROLLO Y OTROS DE COLOMBIA;900761949;coopidesarrollo@outlook.com;149498854;Cooperativa sin ahorro
CREDITOS Y SERVICIOS SOLIDARIOS COOPERATIVOS E.C.;900414269;cresercoop1@gmail.com;263258515;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA GRUPO FE Y CONFIANZA;900780244;coopfecon@gmail.com;184926972;Cooperativa sin ahorro
COOPERATIVA PROGRESO CARIBE;900359824;cooperativacooprogreso@hotmail.com;150707085;Cooperativa sin ahorro
FONDO DE EMPLEADOS TERMALES SANTA ROSA DE CABAL;900855634;fondodeempleadostermales@gmail.com;254881182;Fondos de empleados
FONDO DE EMPLEADOS DE AHORRO Y VIVIENDA DE LAS EMPRESAS DE EXHIBICION;900837388;fondavivi@vialambre.com.co;407553230;Fondos de empleados
COOPERATIVA  DE SERVICIOS VARIOS Y DEL AGRO;900419528;cooservagro@hotmail.com;851888271;Cooperativa sin ahorro
FONDO DE EMPLEADOS DEL MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE;900711131;fonambiente@minambiente.gov.co;888415359;Fondos de empleados
COOPERATIVA LA SIEMBRA;900940700;lasiembra@lasiembra.com;445582381;Cooperativa sin ahorro
FONDO DE EMPLEADOS DEL POLITECNICO GRAN COLOMBIANO;900965898;blanca.bejarano@fepoli.com;19995707062;Fondos de empleados
FONDO DE EMPLEADO DEL INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS INVIMA;901008380;fondoempleadosinvima@invima.gov.co;400070426;Fondos de empleados
ASOCIACION MUTUAL DE PENSIONADOS DE LA SUPERINTENDENCIA FINANCIERA DE COLOMBIA;901044198;asopensuper@gmail.com;1426213410;Mutuales
FONDO DE EMPLEADOS RIONEGRO ANTIOQUIA;900801532;femria@rionegro.gov.co;235922153;Fondos de empleados
COOPERATIVA MULTIACTIVA COMUNITARIA DE SERVICIOS INTEGRALES;901043477;coopmultiplus@gmail.com;1032898010;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE MINERIA TEXAS COLOMBIA;900791808;fonmitex@gmail.com;2261833658;Fondos de empleados
FONDO DE EMPLEADOS Y PENSIONADOS DEL MAGISTERIO DEL ATLANTICO;900940343;fonvima_atlantico@hotmail.com;45480777690;Fondos de empleados
COOPERATIVA MULTIACTIVA PROYECTAMOS CARIBE;901089324;gerencia@proyectamoscaribe.com;1439434927;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA ANDINA DE SERVICIOS DE COLOMBIA;900351751;coopandinac@gmail.com;121100567;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE ALEXANDRA FARMS;901126375;asistente@fondoalexandrafonaf.com;676650163;Fondos de empleados
F.E. CADENA Y SUS FILIALES;901144070;pamela.arango@semillasfec.com.co;1693059727;Fondos de empleados
FONDO DE EMPLEADOS DE ILUMNO COLOMBIA;901173487;info@foneico.com;3594762607;Fondos de empleados
FONDO DE EMPLEADOS CARTAMA AVOHASS;901202289;egonzalez@cartama.com;1798177133;Fondos de empleados
MUNDO AGRICOLA SUR PRECOOPERATIVA;901040666;darlely@hotmail.com;1056856356;Cooperativa sin ahorro
COOPERATIVA INTEGRAL MARIA OCCIDENTE;891502610;coopimao@gmail.com;23498531;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE SERVICIOS INTEGRALES FUNERAL HOME;901208403;coopsoli_contabilidad@hotmail.com;32199360;Cooperativa sin ahorro
FONDO DE EMPLEADOS DEL MINISTERIO DE DEFENSA NACIONAL;901007320;fedefensa@gmail.com;835478604;Fondos de empleados
FONDO DE EMPLEADOS DE LA SOCIEDAD DEL COLEGIO ALEMAN BARRANQUILLA;800187770;fondodeempleados@colegioaleman.edu.co;154968801;Fondos de empleados
ASOCIACION MUTUAL COOPERACION FAMILIAR DE ANTIOQUIA;901169890;comufa@hotmail.com;1111924051;Mutuales
FONDO DE EMPLEADOS AMPLIO DE LA UNIVERSIDAD INDUSTRIAL DE SANTANDER;901191933;feuis@uis.edu.co;1571509553;Fondos de empleados
FONDO DE EMPLEADOS DE PROSEGUR;900584100;servicio.fondo@feprocol.com;2276377995;Fondos de empleados
FONDO DE EMPLEADOS FONDEHORIZONTE;900616575;fondehorizonte@gsh.com.co;768072920;Fondos de empleados
COOPERATIVA MULTIACTIVA DE CAFICULTORES UNIDOS DE COLOMBIA;901302387;cafeucol@gmail.com;51530133924;Cooperativa sin ahorro
COOPERATIVA COOPROGRESA;901257995;cooprogresacol@gmail.com;80604817;Cooperativa sin ahorro
VISION FUTURO ORGANISMO COOPERATIVO;901294113;gerencia@visionfuturo.net;1429690675;Cooperativa sin ahorro
FONDO DE EMPLEADOS GESTION EMPRESARIAL;901328773;fondofongep@gmail.com;204692737;Fondos de empleados
FONDO DE EMPLEADOS DE COMFANORTE;901316632;fondecomfanorte@gmail.com;375648484;Fondos de empleados
FONDO NACIONAL DE EMPLEADOS MERQUELLANTAS;900660543;fonalmerque@hotmail.com;687160685;Fondos de empleados
COOPERATIVA MULTIACTIVA CREAR ABOGADOS;901347538;crearabogadoscoop@gmail.com;102658086;Cooperativa sin ahorro
FONDO DE EMPLEADOS PROFESORES Y PENSIONADOS DE LA UDENAR;900454949;fabiopantoja0907@gmail.com;393189378;Fondos de empleados
COOPERATIVA MULTIACTIVA DE CARTAGENA DE INDIAS;901343160;carcoop92@gmail.com;241139611;Cooperativa sin ahorro
FONDO DE EMPLEADOS  IPS UNIVERSITARIA;901310497;fonser@almamater.hospital;1959954911;Fondos de empleados
COOPERATIVA DE CREDITOS JURIDICOS C-S;901361898;cooperativadecreditosjuridico@gmail.com;27200000;Cooperativa sin ahorro
ASOCIACION MUTUAL FECEMUTUAL;901410956;gerenciamutual@feceda.com;334521302;Mutuales
FONDO DE EMPLEADOS DE JERONIMO MARTINS COLOMBIA ATULADO;901425940;gerencia@fondoatulado.com.co;1499632918;Fondos de empleados
COOPERATIVA MULTIACTIVA DE FUERZAS MILITARES PARA LA SOLIDARIDAD DE VICTIMAS DE COLOMBIA;901356106;coopfusovc@gmail.com;22424700;Cooperativa sin ahorro
FONDO DEEMPLEADOS DE FAREVA Y ALIGRAF;901369607;fargraf.villarica@fareva.co;501316504;Fondos de empleados
FONDO DE EMPLEADOS DE MTS CONSTRUYENDO SUEÑOS;901478271;fodemts@mts.com.co;548723381;Fondos de empleados
FONDO DE EMPLEADOS COMPAÑEROS TRABAJADORES DE INTERGLOBAL;901313600;fondocotabi@gmail.com;603329252;Fondos de empleados
COOPERATIVA MULTIACTIVA FINANCOOP DE LA COSTA;901344727;gerencia@financoop.com.co;634200075;Cooperativa y otros
R COOPERATIVA MULTIACTIVA DE APORTE Y CREDITO;901455063;rrcooperativamultiactiva@gmail.com;2777521287;Cooperativa y otros
COOPERATIVA MULTIACTIVA ALIANZAS ALA;901168350;cooperativamultiactivaalizas@gmail.com;67398736;Cooperativa sin ahorro
COOPERATIVA AGROINDUSTRIAL RIO GRANDE;901599041;gerencia.riogrande2022@gmail.com;591318569;Cooperativa sin ahorro
COOPERATIVA DE PORTADORES DE LIBROS CRISTIANOS LTDA;800246443;corpocri@yahoo.com;244016228;Cooperativa sin ahorro
SERVICIOS SOCIALES COOPERATIVO;901655647;servipercoop@hotmail.com;16900000;Cooperativa y otros
COOPERATIVA MULTIACTIVA DE APORTE Y CREDITO LOAR;901531840;loarmultiactiva@hotmail.com;20340000;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE FRANCISCO A. ROCHA A. & CIA. LTDA.;830040316;fondo.f.rocha@gmail.com;333323084;Fondos de empleados
COOPERATIVA MICROEMPRESARIAL DE COLOMBIA LIMITADA;800057745;gerencia@cemcol.com.co;236335232;Cooperativa sin ahorro
COOTRASANDINOS LTDA;860513471;administracion@cootrasandinos.com.co;713678374;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE LA PLAZOLETA LTDA.;830032440;fonplazoleta@laplazoleta.com;641072816;Fondos de empleados
FONDO DE EMPLEADOS CIVILES CIRCULO DE SUBOFICIALES FF. MM.;860076033;fosec_ffmm@hotmail.com;269675181;Fondos de empleados
FONDO DE EMPLEADOS PROFESIONALES DE SERVICIOS MEDICOS;860027084;fondofesme@gmail.com;9460266889;Fondos de empleados
FONDO DE EMPLEADOS DE INCOCREDITO;860530563;feinco@incocredito.com.co;1527128526;Fondos de empleados
FONDO DE EMPLEADOS DE ALBA QUIMICA DE COLOMBIA LTDA;860043980;ffonalba@gmail.com;288129250;Fondos de empleados
FONDO DE EMPLEADOS DE LA LOTERIA DE BOGOTA;800071483;gerencia@fondelbo.com;569047145;Fondos de empleados
FONDO DE EMPLEADOS DE LOS TRES ELEFANTES;860039711;fodemtrel2010@hotmail.com;671323829;Fondos de empleados
FONDO DE EMPLEADOS DE LA BENEFICENCIA DE CUNDINAMARCA HOSPITAL SAN JUA;860404490;saludfondo@hotmail.com;2228163405;Fondos de empleados
FONDO DE EMPLEADOS DEL HOSPITAL INFANTIL;891224621;gerenciafondoempleadoshila@gmail.com;1147201749;Fondos de empleados
COOPERATIVA MULTIACTIVA ANDINA DE VENDEDORES;860050507;coandive@gmail.com;140566940;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE INTEGRACION SOLIDARIA;800066233;info@fedeinsol.com;452101032;Fondos de empleados
FONDO DE EMPLEADOS FONDEMA;860024013;fondema6123@gmail.com;513569878;Fondos de empleados
FONDO DE EMPLEADOS DE NOGO -FONDONOGO;860013481;fondonogo@yahoo.com;146475305;Fondos de empleados
COOPERATIVA MULTIACTIVA DE EMPLEADOS DE COSMETICOS Y POPULARES;800251322;cosmepop.contable@gmail.com;16305646859;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE VENTAS Y SERVICIOS;860014347;coomvenser@hotmail.com;422668187;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE AUTOGERMANA LTDA.;800044703;fongermansa@autogermana.com.co;3345903047;Fondos de empleados
FONDO DE EMPLEADOS DE COLOMBIANA DE FRENOS S.A.;860515132;fonemco@gmail.com;764687555;Fondos de empleados
FONDO DE EMPLEADOS FEDUTEL;860404615;fedutel@hotmail.com;563573970;Fondos de empleados
FONDO DE EMPLEADOS DE SINCLAIR;800231440;fesin2016@hotmail.com;1142240105;Fondos de empleados
COOPERATIVA MULTIACTIVA GRAN COLOMBIA;860404362;lidaj02@hotmail.com;1539981024;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE COLMAQUINAS;860039998;fondecolma@gmail.com;329193939;Fondos de empleados
FONDO DE EMPLEADOS DE FASECOLDA;860067611;aponce@fasecolda.com;707760148;Fondos de empleados
FONDO DE EMPLEADOS CODERE COLOMBIA;800062876;foncode.asistente@codere.com;596482899;Fondos de empleados
COOPERATIVA MULTIACTIVA EL FUNDADOR;830037223;coopfundadorlimitada@hotmail.com;114353162;Cooperativa sin ahorro
FONDO DE EMPLEADOS COFICOLOMBIANA;860021862;faridi.jimenez@corficolombiana.com;5016195811;Fondos de empleados
FONDO  DE EMPLEADOS DE NASER LTDA;830018114;fondodeempleadosfenaser@gmail.com;433223605;Fondos de empleados
FONDO DE EMPLEADOS DE SAINC S.A;805011040;ana.tobar@sainc.co;914425209;Fondos de empleados
FONDO DE EMPLEADOS DE ESCOBAR Y MARTINEZ S.A.;860035499;fondoescomar@gmail.com;447092586;Fondos de empleados
COOPERATIVA DE DISTRIBUCION DE PRODUCTOS FAMILIARES;860055885;coodisfam@hotmail.com;334337894;Cooperativa sin ahorro
FONDO DE EMPLEADOS LORRAINE;860080694;yanemar77@gmail.com;434168469;Fondos de empleados
FONDO DE EMPLEADOS DE ANALFE Y DE EMPRESAS DESARROLLEN ACTIVIDADES IND;830022027;fondeva@analfe.org.co;490858479;Fondos de empleados
FONDO PRIVADO DELOSEMPLEADOS DE ALMAVIVA;860014691;ocorredor@almaviva.com.co;3565018604;Fondos de empleados
COOPERATIVA MULTIACTIVA FAMILIAR COOFAM;800089052;cooperativa@coofam.com.co;660900514;Cooperativa sin ahorro
COOPERATIVA EMPLEADOS JUNTA DE DEPORTES DE BOGOTA;800013453;coopejudebo05@yahoo.com;599856673;Cooperativa sin ahorro
COOPERATIVA DE LAS EMPRESAS EDUCAR S.A,CULTURAL RECREATIVA S.A.,VENTA;800037385;andres.urrego@hotmail.com;196749185;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE DAVIVIENDA;860048092;fondavivienda@davivienda.com;22600000000000000;Fondos de empleados
COOPERATIVA ECOLOGICA Y AMBIENTAL COOPENSICAR;800176848;coopensicar@yahoo.com;331260033;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE LA ORGANIZACION LUIS CARLOS SARMIENTO ANGULO LTD;860600075;mbarreto@conplanificadas.com;3795516456;Fondos de empleados
FONDO DE EMPLEADOS DEL DEPTO ADTIVO DE LA FUNCION PUBLICA;860403680;mpbeleno@fondafup.com;847384904;Fondos de empleados
FONDO DE EMPLEADOS MULTIFONDO;800073023;fondodeempleados@ospinas.com.co;247953922;Fondos de empleados
FONDO DE EMPLEADOS DE ADAMA;860047303;fondo.empleados@adama.com;2542845073;Fondos de empleados
FONDO DE EMPLEADOS DE KELLOGG DE COLOMBIA;860530985;fonkellogg@gmail.com;1426225075;Fondos de empleados
FONDO DE EMPLEADOS DEL CENTRO COLOMBO AMERICANO;860039475;fondocolombo@yahoo.com;3038082744;Fondos de empleados
FONDO DE EMPLEADOS DE FLORES DE LOS ANDES;860040247;florandes@grupoandes.com;1714731444;Fondos de empleados
